Brand,Source,Status,Relevance,Origin,Holder,Holder Country,Number,App. Date,Image class,Nice CI.,Image
DosAuto,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «DosAuto»,KZ,93859,2019-11-21,,"37, 38, 41",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93859&IMG=38/59/93859-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
M MUTULU,KZ TM,Active,8,KZ,"Урумчи Хаили Хюиченг Импорт энд Экспорт Трейд Ко.,Лтд.",CN,93857,2019-11-21,,31,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93857&IMG=38/57/93857-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ЛЕГЕНДА № 10,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Carlsberg Kazakhst...,KZ,93852,2019-11-20,,"34, 35",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93852&IMG=38/52/93852-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
КОРУМ,KZ TM,Active,8,KZ,БАСФ Агрокемикал Продактс Б.В.,NL,93854,2019-11-20,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93854&IMG=38/54/93854-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
H3C,KZ TM,Active,8,KZ,"Нью Эйч3Си Текнолоджис Ко., Лтд.",CN,93840,2019-11-20,"VC.27.05, VC.27.07",11,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93840&IMG=38/40/93840-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
specialist Habanos,KZ TM,Active,8,KZ,"Корпорасьён Хабанос, С.А.",CU,93851,2019-11-20,,"27, 37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93851&IMG=38/51/93851-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Habanos Point,KZ TM,Active,8,KZ,"Корпорасьён Хабанос, С.А.",CU,93849,2019-11-20,,"27, 37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93849&IMG=38/49/93849-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
X XUNFEI,KZ TM,Active,8,KZ,"ХОРГОС КСЮНРЮИ ТРЕЙД КО., ЛТД.",CN,93841,2019-11-20,,21,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93841&IMG=38/41/93841-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Джиселека,KZ TM,Active,8,KZ,Джилид Сайенсиз Айрлэнд ЮК,IE,93845,2019-11-20,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93845&IMG=38/45/93845-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
U UNIFORES Universal Formula for Success,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «UNI FORES»,KZ,93844,2019-11-20,,37,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93844&IMG=38/44/93844-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
H HAOTONG,KZ TM,Active,8,KZ,"ХОРГАС ХАОТОНГ ТРЕЙД КО., ЛТД.",CN,93839,2019-11-20,,21,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93839&IMG=38/39/93839-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
CORUM,KZ TM,Active,8,KZ,БАСФ Агрокемикал Продактс Б.В.,NL,93853,2019-11-20,VC.27.05,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93853&IMG=38/53/93853-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Land of tulips,KZ TM,Active,8,KZ,Индивидуальный предприниматель Бернер Ольга Сергеевна,KZ,93846,2019-11-20,,"5, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93846&IMG=38/46/93846-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
yada,KZ TM,Active,8,KZ,"Хоргос Тенг Хюи Интернешнл Трейдинг Ко.,Лтд.",CN,93843,2019-11-20,"VC.27.01, VC.27.03, VC.27.05, VC.27.07, VC.27.17, VC.27.06, VC.27.04, VC.27.09, VC.27.23, VC.27.11, VC.27.14, VC.27.02, VC.27.08, VC.27.50",18,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93843&IMG=38/43/93843-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
J jiujiu,KZ TM,Active,8,KZ,"ХОРГОС СЮОФЕИЙА ИНДАСТРИАЛ ТРЕЙД КО., ЛТД.",CN,93842,2019-11-20,,31,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93842&IMG=38/42/93842-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
4XE,KZ TM,Active,8,KZ,эФСиЭй ЮС ЛЛК,,93827,2019-11-19,,14,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93827&IMG=38/27/93827-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
АВТО МАКСИМУМ,KZ TM,Active,8,KZ,Усков Максим Петрович,KZ,93822,2019-11-19,"VC.15.03, VC.15.05, VC.15.07, VC.15.09, VC.26.01, VC.26.02, VC.26.03, VC.26.04, VC.26.05, VC.26.07, VC.26.11, VC.26.13, VC.26.15, VC.26.12, VC.26.08, VC.26.06, VC.26.09, VC.26.10, VC.15.01","14, 37, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93822&IMG=38/22/93822-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Sunrise,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «VelDes Premium»,KZ,93828,2019-11-19,VC.29.01,"34, 41, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93828&IMG=38/28/93828-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
RADAPI®,KZ TM,Active,8,KZ,Индивидуальный предприниматель Жиенбаев Даурен Александрович,KZ,93836,2019-11-19,,"11, 13",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93836&IMG=38/36/93836-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
Q QAZAQ SUMKA,KZ TM,Active,8,KZ,"Индивидуальный предприниматель «QAZAQ SUMKA», Даулетбек Думан",KZ,93834,2019-11-19,"VC.25.01, VC.25.12, VC.26.01","20, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93834&IMG=38/34/93834-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
KAZDREAM,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Kazdream Technolog...,KZ,93833,2019-11-19,"VC.26.01, VC.29.01","11, 18, 37, 40, 43, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93833&IMG=38/33/93833-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
OUT COLD barbershop,KZ TM,Active,8,KZ,Турсунканов Асет Зарылханович,KZ,93825,2019-11-19,"VC.27.01, VC.27.03, VC.27.05, VC.27.07, VC.27.17, VC.27.06, VC.27.04, VC.27.09, VC.27.23, VC.27.11, VC.27.14, VC.27.02, VC.27.08, VC.27.50","5, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93825&IMG=38/25/93825-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
DOM million,KZ TM,Active,8,KZ,Машанло Мариям Юсупжановна,KZ,93823,2019-11-19,,37,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93823&IMG=38/23/93823-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
SANTUFEI,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Santufei»,KZ,93820,2019-11-19,,44,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93820&IMG=38/20/93820-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
VODOMER®,KZ TM,Active,8,KZ,Индивидуальный предприниматель Жиенбаев Даурен Александрович,KZ,93837,2019-11-19,"VC.27.01, VC.27.03, VC.27.05, VC.27.07, VC.27.17, VC.27.06, VC.27.04, VC.27.09, VC.27.23, VC.27.11, VC.27.14, VC.27.02, VC.27.08, VC.27.50","11, 13",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93837&IMG=38/37/93837-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
No Verbal Elements,KZ TM,Active,8,KZ,ЭЙСИЗ Корпорейшн Лимитед,,93812,2019-11-18,VC.28.03,"5, 7",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93812&IMG=38/12/93812-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
NOVOTEL LIVING,KZ TM,Active,8,KZ,АККОР,FR,93811,2019-11-18,,"38, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93811&IMG=38/11/93811-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
El TARKHUN,KZ TM,Active,8,KZ,Общество с ограниченной ответственностью «Постнофф и Ко»,,93803,2019-11-18,VC.05.03,34,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93803&IMG=38/03/93803-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
ДРЕЙФ,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «FOTI-BEK&CO»,KZ,93802,2019-11-18,,"31, 32, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.93802&IMG=38/02/93802-th.jpg&TYPE=jpg&qi=1-5nXevOOFUvGzpBbNjiQjRdHYlDm1gxO0ONx5tchIAoE=
test,,,,,,,,,,,
SMARTSREDA,WO TM,Pending,8,RU,"Obshchestvo s ogranichennoy otvetstvennostyu ""MARKETPLACE SREDA""",RU,7660,2020-08-26,,"6, 7, 19, 20, 21, 28, 35, 40",
ALPS HOTEL,WO TM,Pending,8,CH,Swiss Hospitality Holding S.A.,CH,5845,2020-08-06,"VC.01.01, VC.06.01, VC.29.01","41, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=MAD_PEND.13757402&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
Alps Hotel,WO TM,Pending,8,CH,Swiss Hospitality Holding S.A.,CH,5846,2020-08-06,,35,
АТРИОН,WO TM,Pending,8,BY,Ihar Babashka,BY,5083,2020-07-27,,"9, 35",
SPDS,WO TM,Pending,8,RU,"LIMITED LIABILITY COMPANY ""SISTEMY PODDERZHANIA STERILNOSTI""",RU,4588,2020-07-21,"VC.05.03, VC.29.01","10, 11, 16, 35, 37, 42",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=MAD_PEND.13732558&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
NOVINKA,WO TM,Pending,8,RU,«BUM-BAS» LLC,RU,2026,2020-05-21,"VC.25.05, VC.25.07, VC.26.04, VC.26.13, VC.28.05, VC.29.01","16, 35",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=MAD_PEND.13554015&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
UNO,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Универсал Кетринг»,KZ,95129,2020-02-11,,"13, 23, 37, 39, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.95129&IMG=51/29/95129-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
Exclusiv Qurlys ключи от новой жизни,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Exclusive Invest»,KZ,94362,2020-02-07,"VC.26.04, VC.29.01","37, 38, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94362&IMG=43/62/94362-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
KRAM tech,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «KRAMTECH»,KZ,94945,2020-01-31,,"11, 37, 40, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94945&IMG=49/45/94945-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
PRODENT smile is simple,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «PRODENT»,KZ,94922,2020-01-30,"VC.26.01, VC.26.11",,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94922&IMG=49/22/94922-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
ER SHOGY,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «ER SHOGY»,KZ,94886,2020-01-28,VC.24.15,"37, 39, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94886&IMG=48/86/94886-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
JANUYA SU,KZ TM,Active,8,KZ,Индивидуальный предприниматель «Mandarin»,KZ,94871,2020-01-28,,34,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94871&IMG=48/71/94871-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
MARINE HEALTH GROUP,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «MARINE HEALTH GROU...,KZ,94840,2020-01-24,,"5, 7, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94840&IMG=48/40/94840-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
КОШКИН ДОМ,KZ TM,Active,8,KZ,Стаховец Татьяна Евгеньевна,KZ,94843,2020-01-24,,"37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94843&IMG=48/43/94843-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
XAN SHAPAN,KZ TM,Active,8,KZ,Индивидуальный предприниматель «Стиль»,KZ,94835,2020-01-24,,"27, 28, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94835&IMG=48/35/94835-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
No Verbal Elements,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Садыхан Социальная...,KZ,94824,2020-01-23,,"7, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94824&IMG=48/24/94824-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
SHELL,KZ TM,Active,8,KZ,Шелл Брэндс Интернешнл АГ,CH,94832,2020-01-23,,"6, 11, 39, 41",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94832&IMG=48/32/94832-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
MG PARTNERS,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «MG Partners»,KZ,94812,2020-01-22,,"37, 38",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94812&IMG=48/12/94812-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
A,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «SMB-HERMES»,KZ,94797,2020-01-22,,"34, 35, 37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94797&IMG=47/97/94797-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
AUSTEDO,KZ TM,Active,8,KZ,"Оспэкс Фармасьютикалс, Инк.",,94795,2020-01-22,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94795&IMG=47/95/94795-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
FORNARINA,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «RMS GROUP»,KZ,94794,2020-01-22,,"37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94794&IMG=47/94/94794-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
RADIANT,KZ TM,Active,8,KZ,"Доу АгроСайансиз ЛЛК, компания штата Дэлавер с ограниченной отве...",,94734,2020-01-20,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94734&IMG=47/34/94734-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
РАДИАНТ,KZ TM,Active,8,KZ,"Доу АгроСайансиз ЛЛК, компания штата Дэлавер с ограниченной отве...",,94733,2020-01-20,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94733&IMG=47/33/94733-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
Hausberg,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «QAZ GOLDMAN»,KZ,94729,2020-01-20,,"9, 13, 23",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94729&IMG=47/29/94729-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
Austedo,KZ TM,Active,8,KZ,"Оспэкс Фармасьютикалс, Инк.",,94728,2020-01-20,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94728&IMG=47/28/94728-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
Kinderly play & learn,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «ИНЖЕНЕРНАЯ КОМПАНИ...,KZ,94726,2020-01-20,"VC.26.04, VC.24.15","27, 30, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94726&IMG=47/26/94726-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
Lorflex Лорфлекс,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Pharmaline»,KZ,94757,2020-01-20,,7,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94757&IMG=47/57/94757-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
MARY KAY DAILY BENEFITS,KZ TM,Active,8,KZ,Мэри Кей Инк.,,94756,2020-01-20,,5,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94756&IMG=47/56/94756-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
ZooMixx РАХАТ,KZ TM,Active,8,KZ,Акционерное общество «Рахат»,KZ,94700,2020-01-17,,"31, 32",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94700&IMG=47/00/94700-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
ALIANA,KZ TM,Active,8,KZ,Умбеталиева Салтанат Мухтархановна,KZ,94715,2020-01-17,,"22, 26, 27",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94715&IMG=47/15/94715-th.jpg&TYPE=jpg&qi=1-D0srdI3VKtOxu0L5lCtXilbZQf971MhneWnEhg+PVfU=
SMARTSREDA,WO TM,Pending,8,RU,"Obshchestvo s ogranichennoy otvetstvennostyu ""MARKETPLACE SREDA""",RU,7660,2020-08-26,,"6, 7, 19, 20, 21, 28, 35, 40",
ALPS HOTEL,WO TM,Pending,8,CH,Swiss Hospitality Holding S.A.,CH,5845,2020-08-06,"VC.01.01, VC.06.01, VC.29.01","41, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=MAD_PEND.13757402&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
Alps Hotel,WO TM,Pending,8,CH,Swiss Hospitality Holding S.A.,CH,5846,2020-08-06,,35,
АТРИОН,WO TM,Pending,8,BY,Ihar Babashka,BY,5083,2020-07-27,,"9, 35",
SPDS,WO TM,Pending,8,RU,"LIMITED LIABILITY COMPANY ""SISTEMY PODDERZHANIA STERILNOSTI""",RU,4588,2020-07-21,"VC.05.03, VC.29.01","10, 11, 16, 35, 37, 42",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=MAD_PEND.13732558&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
NOVINKA,WO TM,Pending,8,RU,«BUM-BAS» LLC,RU,2026,2020-05-21,"VC.25.05, VC.25.07, VC.26.04, VC.26.13, VC.28.05, VC.29.01","16, 35",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=MAD_PEND.13554015&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
UNO,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Универсал Кетринг»,KZ,95129,2020-02-11,,"13, 23, 37, 39, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.95129&IMG=51/29/95129-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
Exclusiv Qurlys ключи от новой жизни,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Exclusive Invest»,KZ,94362,2020-02-07,"VC.26.04, VC.29.01","37, 38, 39",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94362&IMG=43/62/94362-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
KRAM tech,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «KRAMTECH»,KZ,94945,2020-01-31,,"11, 37, 40, 44",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94945&IMG=49/45/94945-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
PRODENT smile is simple,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «PRODENT»,KZ,94922,2020-01-30,"VC.26.01, VC.26.11",,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94922&IMG=49/22/94922-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
ER SHOGY,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «ER SHOGY»,KZ,94886,2020-01-28,VC.24.15,"37, 39, 43",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94886&IMG=48/86/94886-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
JANUYA SU,KZ TM,Active,8,KZ,Индивидуальный предприниматель «Mandarin»,KZ,94871,2020-01-28,,34,https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94871&IMG=48/71/94871-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
MARINE HEALTH GROUP,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «MARINE HEALTH GROU...,KZ,94840,2020-01-24,,"5, 7, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94840&IMG=48/40/94840-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
КОШКИН ДОМ,KZ TM,Active,8,KZ,Стаховец Татьяна Евгеньевна,KZ,94843,2020-01-24,,"37, 45",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94843&IMG=48/43/94843-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
XAN SHAPAN,KZ TM,Active,8,KZ,Индивидуальный предприниматель «Стиль»,KZ,94835,2020-01-24,,"27, 28, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94835&IMG=48/35/94835-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
No Verbal Elements,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «Садыхан Социальная...,KZ,94824,2020-01-23,,"7, 37",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94824&IMG=48/24/94824-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
SHELL,KZ TM,Active,8,KZ,Шелл Брэндс Интернешнл АГ,CH,94832,2020-01-23,,"6, 11, 39, 41",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94832&IMG=48/32/94832-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
MG PARTNERS,KZ TM,Active,8,KZ,Товарищество с ограниченной ответственностью «MG Partners»,KZ,94812,2020-01-22,,"37, 38",https://www3.wipo.int/branddb/jsp/data.jsp?KEY=KZTM.94812&IMG=48/12/94812-th.jpg&TYPE=jpg&qi=1-VhkuvuRooY3d6M2rMZuJFlY2B8eaUCkN+g8YUGHJZWo=
